Id Unico,Genero,Repetidor,Especialidad,Turno,GEO,Faltas_GEO,ING,Faltas_ING,QUÍ,Faltas_QUÍ,LEC,Faltas_LEC,ELA,Faltas_ELA,OPE,Faltas_OPE,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TUT,Faltas_TUT
66fa7b2a-6c46-427c-84d4-11314f8f3b3b,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,2,5,2,5,2,10,0,5,5,5,6,NA,0,NA,0,AC,0,,
1b4b9d66-44b6-4779-b595-f5ec6370b7c9,M,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,0,,,,,,,,,,,,,,,,,,
9def66e5-f45a-40e9-bf2b-b5245db4810e,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,10,5,6,5,8,9,0,5,13,5,15,NA,0,NA,0,AC,0,,
7d813bb2-eda7-4ce7-94ce-6e04c1a99442,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,2,5,0,5,0,7,0,5,4,5,5,AC,0,NA,0,AC,0,,
4c5cea03-5a79-4c2c-aa16-c0d3717c783e,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,12,5,9,5,10,7,0,5,23,5,23,NA,0,NA,0,NA,0,,
abc5ce3c-6c8f-4481-941e-c1d8c59d8fba,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,6,0,6,3,5,2,7,0,5,10,7,5,AC,0,NA,0,AC,0,,
48f1672b-3155-4e7c-b916-abdce49093ed,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,6,0,9,3,8,2,8,0,6,9,5,9,AC,0,NA,0,AC,0,,
6a0a9dfd-7527-4ebd-97c5-9fae84b6ad82,M,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,10,5,0,5,10,,,5,10,5,4,,,,,,,,
a48b7ab2-143f-4be8-95af-b7cfb0478bc9,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,7,4,6,8,5,10,7,0,5,16,5,5,AC,0,NA,0,NA,0,,
4222a0f0-2e73-4b7e-baed-483e1210feda,F,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,,,9,4,,,,,,,,,,,,,,,,
9f726656-4906-4e34-8c78-897889c9cee8,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,10,6,5,8,5,2,8,0,8,12,5,6,NA,0,NA,0,NA,0,,
420f5505-ff48-4b15-a0de-83aab30cfd61,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,0,6,0,5,2,7,0,5,0,7,2,AC,0,AC,0,AC,0,,
351fce36-16a0-426d-ae57-b1d187a25d8a,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,8,5,4,5,6,7,0,5,16,5,23,AC,0,NA,0,NA,0,,
c8419713-3063-40b8-a485-1aef7f6844d6,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,6,2,8,0,5,2,7,0,7,17,6,9,AC,0,NA,0,AC,0,,
eea28705-2ee7-4e5d-96c2-d55d437720eb,F,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,,,5,10,8,2,,,,,,,,,,,,,,
058a4fdd-ac89-43a6-b224-1aa873e609fc,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,2,6,2,5,0,7,0,5,3,5,4,AC,0,NA,0,AC,0,,
a32f32ff-29dc-4589-9eb4-d83fb9035010,M,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,7,4,,,,,,,,,,,,,,,,,,
6b1f038f-3a37-4fd8-a94f-9dbe07e9c75c,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,4,5,8,5,6,7,0,5,2,5,20,NA,0,NA,0,AC,0,,
b9e8fd75-a7cc-406a-8c94-224a93d9bd52,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,2,5,1,5,0,8,0,5,2,5,1,AC,0,NA,0,AC,0,,
5f4d0939-a702-4be5-886b-4ee16ed7abe0,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,8,7,2,5,4,10,0,5,7,5,7,AC,0,NA,0,AC,0,,
63d88ee9-5753-4a9e-bfe1-a959ca5a492c,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,10,7,3,5,12,9,0,5,9,7,12,AC,0,NA,0,NA,0,,
8f4ef595-6487-4e55-8b09-9187583d2f02,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,0,5,2,5,4,8,0,5,2,6,2,AC,0,NA,0,AC,0,,
ee5d5a95-8926-48b6-99f2-3a3230da6b52,M,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,NP,20,,,,,,,,,,,,,,,,,,
1b017db4-835e-4dc8-ac49-f878a0eaf090,F,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,8,0,6,2,10,0,8,0,6,8,5,5,AC,0,NA,0,AC,0,,
d9eb341b-4f81-499a-8002-b6d7a7e6438d,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,12,7,1,5,6,7,0,5,16,5,18,NA,0,NA,0,NA,0,,
8abd4037-719f-4782-9c18-fe7b6da467e3,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,6,2,5,4,5,4,7,0,5,3,7,8,NA,0,NA,0,AC,0,,
00715b80-a985-4669-9e68-eb9f0c1c7188,F,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,4,7,1,7,0,7,0,5,7,5,8,AC,0,NA,0,AC,0,,
3abd61de-9122-4387-a268-2b121122bcbf,M,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,7,,,,,,,,,,,,,,,,,,
9fbaf16d-f770-4081-ae5c-6ab43bf5f466,F,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,7,0,7,0,8,2,7,0,6,5,8,5,AC,0,NA,0,AC,0,,
e68ddd36-02a0-4611-969c-30875af85bcb,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,,,,,,,,,NP,38,NP,40,,,,,,,,
e982bb69-e20b-4c12-8a7c-2c75c6cfcc89,M,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,NP,20,,,NP,18,,,NP,38,NP,40,,,,,,,,
9344a532-4a08-4d59-b5af-29e5cc4eb892,M,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,,,,,NP,18,,,NP,38,NP,40,,,,,,,,
b79c4a4c-8fc7-4269-8a90-e1bc0339f1bb,F,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,8,5,11,5,2,,,,,,,,,,,,,,
68daa30b-c762-462d-97e6-3247fb8dd5a9,F,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,,,NP,14,,,,,,,,,,,,,,,,
139a1583-214d-4a76-88b4-c1177af03a6e,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,0,5,6,5,4,8,0,5,1,5,9,NA,0,NA,0,AC,0,,
167e4373-355f-43cc-8949-bf9ea5e7a089,F,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,10,2,10,2,10,0,10,0,10,5,10,4,AC,0,AC,0,AC,0,,
870a027d-f7c1-4bd1-a516-2aa60fd7beda,M,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,0,,,,,,,,,,,,,,,,,,
17108f80-d67d-4387-b71c-4844591b0a4c,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,8,5,4,5,10,7,0,5,12,5,25,NA,0,NA,0,AC,0,,
fab46ce1-958c-46c6-b920-a9e5f5a75d39,F,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,2,5,0,5,0,8,0,5,14,5,0,AC,0,NA,0,AC,0,,
03fab1ad-5d70-4d4c-a39e-6b9c32c8a9c2,M,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,,,10,7,,,,,,,,,,,,,,,,
5323717f-cfc6-46fb-a299-b604bab1ce16,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,NP,20,NP,12,NP,18,7,0,NP,38,NP,40,NA,0,NA,0,NA,0,,
33bd2980-70ac-4ae2-b28f-35f9adb5f900,M,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,,,5,2,,,,,,,5,10,,,,,,,,
9c0c1aaf-660e-40db-b59b-0d2c181fc2aa,F,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,NP,20,5,6,,,,,,,,,,,,,,,,
8ad96c6d-a56d-4921-8d6e-4b183f3ef4f3,M,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,10,,,5,10,,,5,8,5,6,,,,,,,,
2c1fc9e8-5967-443f-92cb-b893ffda3c2d,F,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,7,2,6,0,5,2,8,0,5,8,5,4,AC,0,NA,0,AC,0,,
0259be47-c1b0-4375-8490-334b8cb6ccf3,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,0,7,0,5,2,8,0,5,7,5,7,AC,0,NA,0,AC,0,,
f5a49ea6-1c8b-4342-a91a-c895ccfba7a2,F,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,,,,,NP,18,,,,,,,,,,,,,,
10f7c921-2e19-4559-ac51-294da2a88684,M,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,6,9,0,5,6,,,5,3,5,5,,,,,,,,
9f9a6398-5e4e-4b97-b243-df34c7451207,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,6,0,6,2,7,0,7,0,5,2,9,2,AC,0,NA,0,AC,0,,
cc0c7890-dda6-48cf-b28d-e60556279a9c,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,6,2,6,0,5,0,7,0,5,0,5,4,NA,0,NA,0,AC,0,,
0b0fe297-756b-4e98-978c-0d8d7cb039f8,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,8,6,7,5,11,8,0,5,9,5,13,AC,0,NA,0,AC,0,,
51a37321-86e1-493b-9284-254693316a99,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,7,0,5,2,5,2,9,0,5,3,8,4,AC,0,NA,0,AC,0,,
